maxPrice,essence,diesel,hybrid,elec,manual,auto,id
21000,f,t,f,f,t,f,2028
21000,f,t,f,f,t,f,2039
21000,f,t,f,f,f,f,2038
21000,f,t,f,f,t,f,2040
21000,f,t,f,f,t,f,2041
23000,f,t,f,f,t,f,2042
-1,f,f,f,f,f,f,2043
-1,f,f,f,f,f,f,2044
21000,f,t,f,f,t,f,2045
-1,f,f,f,f,f,f,2046
-1,f,f,f,f,f,f,2047
21000,f,t,f,f,f,f,2048
-1,f,f,f,f,f,f,2053
21000,f,t,f,f,t,f,2049
21000,f,t,f,f,f,f,2050
22000,f,t,f,f,t,f,2057
23000,f,t,f,f,t,f,2058
24000,f,t,f,f,t,f,2060
24000,f,t,f,f,t,f,2062
24000,f,t,f,f,t,f,2063
-1,f,f,f,f,f,f,2067
-1,f,t,f,f,t,f,2069
21000,f,f,f,f,f,f,2051
22000,f,t,f,f,t,f,2052
-1,f,t,f,f,t,f,2054
-1,f,f,f,f,f,f,2055
22000,f,t,f,f,t,f,2066
21000,f,t,f,f,t,f,2070
-1,f,t,f,f,t,f,2056
22000,f,t,f,f,t,f,2059
30000,f,t,f,f,t,f,2065
21000,f,t,f,f,t,f,2068
25000,f,t,f,f,t,f,2061
23000,f,t,f,f,t,f,2064
-1,f,f,f,f,f,f,2072
-1,f,f,f,f,f,f,2071
-1,f,f,f,f,f,f,2073
-1,f,t,f,f,t,f,2074
0,f,t,f,f,t,f,2075
-1,f,t,f,f,t,f,2076
-1,f,t,f,f,t,f,2077
22000,f,t,f,f,t,f,2078
22000,f,t,f,f,t,f,2079
22000,f,t,f,f,t,f,2080
22000,f,t,f,f,t,f,2081
22000,f,t,f,f,t,f,2082
22000,f,t,f,f,t,f,2083
22000,f,t,f,f,t,f,2084
22000,f,t,f,f,t,f,2085
22000,f,t,f,f,t,f,2086
22000,f,t,f,f,t,f,2087
22000,f,t,f,f,t,f,2088
-1,f,f,f,f,f,f,2089
22000,f,t,f,f,t,f,2090
22000,f,t,f,f,t,f,2091
-1,f,f,f,f,f,f,2092
39000,t,t,f,f,t,f,2093
22000,f,t,f,f,t,f,2094
-1,f,f,f,f,f,f,2105
22000,f,t,f,f,t,f,2104
22000,f,t,f,f,t,f,2096
